"","x"
"17800","BMPR2"
"17801","TCEA3"
"17802","PFDN6"
"17803","RING1"
"17804","HSD17B8"
"17805","RXRB"
"17806","OXLD1"
"17807","LOC100128239"
"17808","OR13C3"
"17809","COL11A2"
"17810","LINC00587"
"17811","HLA-DOA"
"17812","BRD2"
"17813","HLA-DMA"
"17814","PSMB8-AS1"
"17815","COL5A2"
"17816","PSMB8"
"17817","SPIN3"
"17818","LINC01420"
"17819","LOC100996291"
"17820","TMEM235"
"17821","PAGE3"
"17822","TNRC6C-AS1"
"17823","FLJ45079"
"17824","HLA-DRA"
"17825","BTNL2"
"17826","COL15A1"
"17827","OR8B2"
"17828","C6orf10"
"17829","TMEM225"
"17830","NOTCH4"
"17831","PBX2"
"17832","AGER"
"17833","RNF5"
"17834","AGPAT1"
"17835","DFNB59"
"17836","PRRT1"
"17837","FKBPL"
"17838","SMIM5"
"17839","ERICH2"
"17840","SP5"
"17841","CYP21A1P"
"17842","STK19"
"17843","CD300LD"
"17844","BTBD17"
"17845","DXO"
"17846","SKIV2L"
"17847","C9orf129"
"17848","NELFE"
"17849","NXPE2"
"17850","RP11-380J14.1"
"17851","SPANXN5"
"17852","C10orf126"
"17853","ZBTB12"
"17854","SDHD"
"17855","EHMT2"
"17856","AC005042.4"
"17857","LAYN"
"17858","SLC44A4"
"17859","NEU1"
"17860","C6orf48"
"17861","HSPA1B"
"17862","HSPA1A"
"17863","HSPA1L"
"17864","LSM2"
"17865","LOC149950"
"17866","VARS"
"17867","VWA7"
"17868","CARD16"
"17869","RP11-65D24.2"
"17870","CASP12"
"17871","MBD5"
"17872","MSH5"
"17873","CSHL1"
"17874","C6orf25"
"17875","LY6G6C"
"17876","LY6G5C"
"17877","POTEKP"
"17878","CSNK2B"
"17879","GPANK1"
"17880","C6orf47"
"17881","FAM155A"
"17882","APOM"
"17883","C9orf170"
"17884","TRIM64"
"17885","LOC151121"
"17886","BAG6"
"17887","C1orf195"
"17888","PRRC2A"
"17889","AIF1"
"17890","NCR3"
"17891","PRAMEF20"
"17892","PRAMEF17"
"17893","PRAMEF19"
"17894","PRAMEF14"
"17895","LST1"
"17896","NFKBIL1"
"17897","PRAMEF9"
"17898","MCCD1"
"17899","ZNF814"
"17900","MICB"
"17901","AADACL4"
"17902","MICA"
"17903","ZNF805"
"17904","HLA-C"
"17905","GUCY2EP"
"17906","POU5F1"
"17907","ZSCAN5CP"
"17908","CCHCR1"
"17909","PSORS1C2"
"17910","CDSN"
"17911","PSORS1C1"
"17912","C6orf15"
"17913","MUC21"
"17914","DEFB122"
"17915","DEFB121"
"17916","DHX16"
"17917","C6orf136"
"17918","LINC01552"
"17919","MRPS18B"
"17920","PPP1R10"
"17921","KRTAP5-11"
"17922","KRTAP5-10"
"17923","ABCF1"
"17924","PRR3"
"17925","DDR1"
"17926","LOC400997"
"17927","LRCOL1"
"17928","RP11-304F15.3"
"17929","GNL1"
"17930","HLA-E"
"17931","DPRX"
"17932","TRIM39"
"17933","LINC01257"
"17934","TRIM15"
"17935","ZNF616"
"17936","FOXB2"
"17937","TRIM10"
"17938","TRIM40"
"17939","TRIM31"
"17940","RNF39"
"17941","PPP1R11"
"17942","RP11-1148L6.9"
"17943","HLA-J"
"17944","ZNRD1ASP"
"17945","DISP3"
"17946","HCG9"
"17947","RACK1"
"17948","HLA-G"
"17949","TBC1D8"
"17950","NMS"
"17951","HLA-F"
"17952","ZFP57"
"17953","SSX9"
"17954","ASPDH"
"17955","MOG"
"17956","OR2H2"
"17957","CBY3"
"17958","C5orf60"
"17959","CST9LP1"
"17960","CST13P"
"17961","FLJ26850"
"17962","C9orf57"
"17963","IL31"
"17964","FAM153C"
"17965","GABBR1"
"17966","CASC10"
"17967","LOC284788"
"17968","STARD7-AS1"
"17969","MAS1L"
"17970","OR2H1"
"17971","OR11A1"
"17972","OR14J1"
"17973","OR2J2"
"17974","OR2J3"
"17975","OR2J1"
"17976","OR2B3"
"17977","OR2W1"
"17978","MAMDC2-AS1"
"17979","LINC01556"
"17980","SPDYC"
"17981","C9orf135"
"17982","TRIM27"
"17983","MALRD1"
"17984","AC083899.3"
"17985","CTC-281M20.1"
"17986","LOC100268168"
"17987","RANBP17"
"17988","FAM196B"
"17989","RP11-15J10.1"
"17990","FOXD4L5"
"17991","REG1CP"
"17992","ZNF204P"
"17993","SMPD5"
"17994","LINC01291"
"17995","LOC100240735"
"17996","TTC25"
"17997","ST8SIA6-AS1"
"17998","MROH6"
"17999","ATXN2"
"18000","DCTN1"
"18001","SPATA31A1"
"18002","CTB-158D10.3"
"18003","TCTN1"
"18004","FAM216A"
"18005","ZBTB48"
"18006","FAM201A"
"18007","IGFL4"
"18008","NAT8B"
"18009","AC021218.2"
"18010","KRTAP4-8"
"18011","GPR20"
"18012","KRTAP1-4"
"18013","KRT40"
"18014","KRT25"
"18015","MZT1"
"18016","LINC01545"
"18017","SPINK9"
"18018","LRRC3C"
"18019","ZNF155"
"18020","UQCC3"
"18021","FBXO48"
"18022","GRXCR2"
"18023","LOC101927533"
"18024","FAM221B"
"18025","ATP6V0E2-AS1"
"18026","CD177"
"18027","PSG5"
"18028","ZNF783"
"18029","ZNF425"
"18030","FAM83A-AS1"
"18031","LRRC10B"
"18032","FBXO47"
"18033","C12orf73"
"18034","PCDHGA1"
"18035","BLACE"
"18036","PCDHA1"
"18037","RP11-807H22.7"
"18038","TRIM13"
"18039","ERICH4"
"18040","MS4A13"
"18041","RP5-842K16.1"
"18042","SPIRE2"
"18043","AARD"
"18044","LOC400558"
"18045","RP11-830F9.6"
"18046","PABPN1L"
"18047","OR5D16"
"18048","OR5L2"
"18049","LOC440040"
"18050","LOC400553"
"18051","PKHD1L1"
"18052","SLFN12L"
"18053","LINC01121"
"18054","CLLU1OS"
"18055","SLC35B4"
"18056","LGALS7"
"18057","SYCE1L"
"18058","FAM71F2"
"18059","C2orf91"
"18060","CCNI2"
"18061","TMEM240"
"18062","HSP90AA4P"
"18063","DKFZp779M0652"
"18064","FAM205A"
"18065","CDKL4"
"18066","TMEM88B"
"18067","ACCSL"
"18068","C4orf47"
"18069","TRIQK"
"18070","SDHAF1"
"18071","ARID3C"
"18072","PSENEN"
"18073","C7orf66"
"18074","REXO1L1P"
"18075","LINC00654"
"18076","FABP9"
"18077","ZBTB10"
"18078","C4orf46"
"18079","SCGB2B2"
"18080","CCDC144NL"
"18081","LGR4"
"18082","PSMB10"
"18083","VIT"
"18084","TTLL10-AS1"
"18085","E2F4"
"18086","KRT17P5"
"18087","DGAT2L7P"
"18088","PDE7A"
"18089","TMEM170B"
"18090","TRBV20OR9-2"
"18091","MUC12"
"18092","CTXN3"
"18093","LINC01602"
"18094","RP11-352D3.2"
"18095","MGAT4D"
"18096","SNX2"
"18097","NT5M"
"18098","GCNT6"
"18099","AC005863.1"
"18100","OR6C68"
"18101","OR6C65"
"18102","OR6C3"
"18103","OR6C1"
"18104","LINC01460"
"18105","ADGRG1"
"18106","IPO7"
"18107","PRR13"
"18108","TECPR1"
"18109","SLCO6A1"
"18110","MT1A"
"18111","C15orf59"
"18112","MT1M"
"18113","LINC00661"
"18114","CFI"
"18115","SAMD9"
"18116","RP11-401P9.6"
"18117","KRT6A"
"18118","CNEP1R1"
"18119","LOC100129027"
"18120","KRT81"
"18121","EXOC3L4"
"18122","IZUMO3"
"18123","RP4-529N6.1"
"18124","NBPF22P"
"18125","RP11-812E19.3"
"18126","ATP6AP1L"
"18127","CCDC85C"
"18128","CALML3-AS1"
"18129","OR52J3"
"18130","OR51A2"
"18131","OR51A4"
"18132","AC013472.3"
"18133","C2CD4B"
"18134","RGL3"
"18135","NAP1L4"
"18136","RP11-89H19.1"
"18137","TMSB4X"
"18138","C9orf92"
"18139","CHKB-AS1"
"18140","RP11-497E19.1"
"18141","SMN2"
"18142","HMGN1"
"18143","MUC19"
"18144","DENND6B"
"18145","LINC01597"
"18146","AF064858.6"
"18147","LINC01446"
"18148","LCMT1"
"18149","LINC01310"
"18150","LINC00898"
"18151","LINC00583"
"18152","MFSD2B"
"18153","VCX3B"
"18154","CDPF1"
"18155","HTN3"
"18156","RP3-416J7.5"
"18157","LIN52"
"18158","RP11-706O15.7"
"18159","RP11-706O15.1"
"18160","ARSH"
"18161","ACOT6"
"18162","TECRL"
"18163","RP11-798L4.1"
"18164","DPF3"
"18165","MANSC4"
"18166","ADARB2-AS1"
"18167","CYP2D7"
"18168","LINC00634"
"18169","LYRM5"
"18170","C17orf107"
"18171","ITSN1"
"18172","ITPRIPL2"
"18173","RP11-363N22.3"
"18174","DENND1C"
"18175","AC083864.4"
"18176","CRLF2"
"18177","RP9P"
"18178","C5orf51"
"18179","CATSPER2P1"
"18180","GAGE12F"
"18181","ARRDC5"
"18182","LINC01531"
"18183","DPP9-AS1"
"18184","LOH12CR2"
"18185","LOC344967"
"18186","CYS1"
"18187","PLPP6"
"18188","KLRC2"
"18189","AC024132.1"
"18190","C16orf96"
"18191","GMNC"
"18192","LINC00487"
"18193","TTC23L"
"18194","CLEC6A"
"18195","RFPL3S"
"18196","C22orf42"
"18197","NANOGNB"
"18198","LRRC72"
"18199","C1QTNF9B-AS1"
"18200","C1QTNF9B"
"18201","KRTAP5-6"
"18202","FAM99B"
"18203","FAM99A"
"18204","KRTAP5-2"
"18205","KRTAP5-1"
"18206","DEFB134"
"18207","DEFB135"
"18208","DEFB136"
"18209","C1RL-AS1"
"18210","LOC100128770"
"18211","BHLHA9"
"18212","ZNF316"
"18213","SRRM2-AS1"
"18214","ONECUT3"
"18215","CEMP1"
"18216","OLIG2"
"18217","C21orf62"
"18218","C21orf62-AS1"
"18219","RNPS1"
"18220","HSP90AB2P"
"18221","RP11-689P11.2"
"18222","AC074389.6"
"18223","RP11-404K5.2"
"18224","NYNRIN"
"18225","DNAJC19"
"18226","IFITM5"
"18227","SMIM21"
"18228","CTA-373H7.7"
"18229","C18orf63"
"18230","DOK6"
"18231","HN1L"
"18232","RP13-212L9.1"
"18233","IGLL3P"
"18234","TMEM211"
"18235","SERPINB11"
"18236","SERPINB5"
"18237","ZDHHC11B"
"18238","AP000350.7"
"18239","KRTAP19-8"
"18240","KRTAP20-3"
"18241","KRTAP20-4"
"18242","KRTAP22-2"
"18243","KRTAP27-1"
"18244","EGFEM1P"
"18245","CTD-2008L17.2"
"18246","TMEM191C"
"18247","KB-1183D5.13"
"18248","P2RX6P"
"18249","HERC2P9"
"18250","GYG2P1"
"18251","HBA1"
"18252","HBM"
"18253","TCEB3B"
"18254","LOC100128714"
"18255","ATP10A"
"18256","ANKRD20A9P"
"18257","LINC01296"
"18258","ANKUB1"
"18259","TSSK2"
"18260","CTD-2308N23.2"
"18261","FOXL2NB"
"18262","HCP5"
"18263","HLA-H"
"18264","HCG27"
"18265","RP11-93O17.2"
"18266","COL6A6"
"18267","H1FX-AS1"
"18268","RAB12"
"18269","LRRC30"
"18270","TMEM200C"
"18271","OR10C1"
"18272","HLA-A"
"18273","HACD2"
"18274","CFAP44"
"18275","CD200R1L"
"18276","RP11-553A10.1"
"18277","LNP1"
"18278","VGLL3"
"18279","PRSS50"
"18280","KRBOX1-AS1"
"18281","TRIM71"
"18282","ZCWPW2"
"18283","ANKRD28"
"18284","COLQ"
"18285","METTL6"
"18286","THUMPD3-AS1"
"18287","XKR4"
"18288","Y_RNA"
"18289","SNORA18"
"18290","RNU6-47P"
"18291","RNU6-877P"
"18292","RNU6-1286P"
"18293","RNU6-841P"
"18294","RNU6-425P"
"18295","RNU6-1296P"
"18296","RNU6-1336P"
"18297","RNU6-477P"
"18298","RNU6-338P"
"18299","RNU6-741P"
"18300","RNY1P5"
"18301","RNU6-1264P"
"18302","RNU6-969P"
"18303","RNU6-657P"
"18304","Y_RNA"
"18305","SNORA70"
"18306","Y_RNA"
"18307","RNU6-449P"
"18308","SNORA2"
"18309","SNORA20"
"18310","SNORA70G"
"18311","RNU6-608P"
"18312","Y_RNA"
"18313","SNORA70"
"18314","Y_RNA"
"18315","Y_RNA"
"18316","RNU6-573P"
"18317","Y_RNA"
"18318","RNU6-471P"
"18319","Y_RNA"
"18320","RNU6-945P"
"18321","Y_RNA"
"18322","Y_RNA"
"18323","Y_RNA"
"18324","RNU6-1036P"
"18325","Y_RNA"
"18326","RNU6-442P"
"18327","RNY1P8"
"18328","RNU6-723P"
"18329","RNU6-1040P"
"18330","RNU6-128P"
"18331","Y_RNA"
"18332","RNU6-1227P"
"18333","RNU6-1080P"
"18334","RNU6-147P"
"18335","Y_RNA"
"18336","Y_RNA"
"18337","Y_RNA"
"18338","RNU6-133P"
"18339","RNU6-546P"
"18340","Y_RNA"
"18341","Y_RNA"
"18342","RNU6-1074P"
"18343","RNU6-756P"
"18344","RNU6-259P"
"18345","RNU6-1126P"
"18346","RNU6-468P"
"18347","SNORA36"
"18348","RNU6-641P"
"18349","Y_RNA"
"18350","Y_RNA"
"18351","Y_RNA"
"18352","RNU6-484P"
"18353","RNU6-620P"
"18354","RNU6-142P"
"18355","RNU6-245P"
"18356","RNU6-1323P"
"18357","RNU6-317P"
"18358","RNU6-787P"
"18359","RNU6-152P"
"18360","RNU6-203P"
"18361","RNU6-435P"
"18362","RNU6-949P"
"18363","Y_RNA"
"18364","SNORA32"
"18365","RNU6-637P"
"18366","Y_RNA"
"18367","SNORA75"
"18368","Y_RNA"
"18369","RNU6-224P"
"18370","RNU6-76P"
"18371","RNU6-629P"
"18372","Y_RNA"
"18373","Y_RNA"
"18374","RNU6-968P"
"18375","Y_RNA"
"18376","RNU6-815P"
"18377","RNU6-483P"
"18378","Y_RNA"
"18379","Y_RNA"
"18380","RNU6-849P"
"18381","RNU6-260P"
"18382","RNU1-138P"
"18383","Y_RNA"
"18384","RNU6-974P"
"18385","RNU6-1032P"
"18386","RNU1-74P"
"18387","RNU6-1029P"
"18388","RNU6-746P"
"18389","Y_RNA"
"18390","RNU6-409P"
"18391","RNU6-413P"
"18392","RNU6-206P"
"18393","Y_RNA"
"18394","RNU6-209P"
"18395","Y_RNA"
"18396","SNORA18"
"18397","Y_RNA"
"18398","RNU6-895P"
"18399","SNORA51"
"18400","RNY3P5"
"18401","RNU6-571P"
"18402","RNU6-427P"
"18403","Y_RNA"
"18404","Y_RNA"
"18405","RNU5A-6P"
"18406","RNU6-207P"
"18407","Y_RNA"
"18408","RNU6-187P"
"18409","RNU6-356P"
"18410","RNU6-533P"
"18411","RNU6-1103P"
"18412","SNORA51"
"18413","RNU6-1310P"
"18414","RNU6-190P"
"18415","SNORA70"
"18416","RNU6-1200P"
"18417","RNU6-217P"
"18418","SNORA51"
"18419","RNU6-98P"
"18420","SNORA72"
"18421","Y_RNA"
"18422","RNU6-1013P"
"18423","RNU1-136P"
"18424","Y_RNA"
"18425","Y_RNA"
"18426","RNU6-439P"
"18427","RNU6-1181P"
"18428","RNY1P6"
"18429","RNU6-481P"
"18430","RNU6-432P"
"18431","RNU6-689P"
"18432","Y_RNA"
"18433","Y_RNA"
"18434","RNU6-514P"
"18435","RNU4-52P"
"18436","RNU4-31P"
"18437","RNU6-281P"
"18438","SNORA20"
"18439","RNU6-1324P"
"18440","Y_RNA"
"18441","Y_RNA"
"18442","Y_RNA"
"18443","RNU6-793P"
"18444","RNU6-675P"
"18445","Y_RNA"
"18446","RNU6-474P"
"18447","RNU6-1144P"
"18448","SNORA8"
"18449","Y_RNA"
"18450","RNU6-662P"
"18451","Y_RNA"
"18452","RNU6-198P"
"18453","Y_RNA"
"18454","RNU6-524P"
"18455","Y_RNA"
"18456","RNU6-622P"
"18457","SNORA5"
"18458","RNU6-891P"
"18459","RNU6-318P"
"18460","RNU6-72P"
"18461","RNU6-804P"
"18462","Y_RNA"
"18463","Y_RNA"
"18464","SNORA51"
"18465","Y_RNA"
"18466","RNU6-472P"
"18467","SNORA67"
"18468","RNU6-154P"
"18469","RNY3P14"
"18470","RNU6-339P"
"18471","RNU6-532P"
"18472","RNU6-886P"
"18473","Y_RNA"
"18474","RNU6-937P"
"18475","RNU6-784P"
"18476","RNU5A-2P"
"18477","RNU6-463P"
"18478","Y_RNA"
"18479","Y_RNA"
"18480","Y_RNA"
"18481","RNU6-1113P"
"18482","RNU6-1119P"
"18483","Y_RNA"
"18484","RNU6-616P"
"18485","SNORA72"
"18486","Y_RNA"
"18487","RNU6-921P"
"18488","RNU6-517P"
"18489","Y_RNA"
"18490","SNORA67"
"18491","SNORA70"
"18492","SNORA8"
"18493","Y_RNA"
"18494","Y_RNA"
"18495","RNU6-348P"
"18496","RNU6-364P"
"18497","U3"
"18498","RNU6-1230P"
"18499","RNU6-591P"
"18500","Y_RNA"
"18501","RNU6-163P"
"18502","Y_RNA"
"18503","RNA5SP187"
"18504","SNORA24"
"18505","Y_RNA"
"18506","Y_RNA"
"18507","RNU6-869P"
"18508","RNU6-1297P"
"18509","Y_RNA"
"18510","SNORA51"
"18511","Y_RNA"
"18512","RNU6-933P"
"18513","RNU1-46P"
"18514","RNY3P4"
"18515","RNU6-1289P"
"18516","Y_RNA"
"18517","Y_RNA"
"18518","SNORA51"
"18519","RNU6-1162P"
"18520","Y_RNA"
"18521","Y_RNA"
"18522","RNU6-1122P"
"18523","RNU6-411P"
"18524","RNU1-44P"
"18525","RNU6-843P"
"18526","RNA5SP122"
"18527","SNORA64"
"18528","RNU6-809P"
"18529","RNU6-649P"
"18530","Y_RNA"
"18531","RNU6-1026P"
"18532","RNU6-1195P"
"18533","SNORD38"
"18534","RNU1-148P"
"18535","RNU6-800P"
"18536","RNU6-71P"
"18537","RNVU1-15"
"18538","RNU6-1035P"
"18539","Y_RNA"
"18540","RNU6-102P"
"18541","U3"
"18542","Y_RNA"
"18543","RNU1-57P"
"18544","RNU6-456P"
"18545","RNU6-692P"
"18546","Y_RNA"
"18547","RNU6-110P"
"18548","RNU6-1065P"
"18549","Y_RNA"
"18550","Y_RNA"
"18551","SNORA72"
"18552","Y_RNA"
"18553","RNU6-880P"
"18554","RNU6-738P"
"18555","Y_RNA"
"18556","RNU6-1081P"
"18557","RN7SKP62"
"18558","RNU6-601P"
"18559","Y_RNA"
"18560","Y_RNA"
"18561","Y_RNA"
"18562","RNU6-1274P"
"18563","Y_RNA"
"18564","RNU6-851P"
"18565","RNU6-140P"
"18566","RNU6-83P"
"18567","SNORD56"
"18568","Y_RNA"
"18569","Y_RNA"
"18570","Y_RNA"
"18571","Y_RNA"
"18572","RNU6-145P"
"18573","RNU6-878P"
"18574","RNU4-70P"
"18575","RNU6-1127P"
"18576","RNU6-429P"
"18577","Y_RNA"
"18578","Y_RNA"
"18579","RNU6-160P"
"18580","RNY1P4"
"18581","RNU6-636P"
"18582","Y_RNA"
"18583","RNU1-69P"
"18584","RNA5SP64"
"18585","RNU6-225P"
"18586","RNU6-306P"
"18587","RNVU1-17"
"18588","Y_RNA"
"18589","Y_RNA"
"18590","RNU6-925P"
"18591","RNU6-178P"
"18592","RNU6-422P"
"18593","RNU6-939P"
"18594","Y_RNA"
"18595","RNU6-297P"
"18596","Y_RNA"
"18597","RNU6-950P"
"18598","Y_RNA"
"18599","Y_RNA"
"18600","Y_RNA"
"18601","Y_RNA"
"18602","Y_RNA"
"18603","Y_RNA"
"18604","RNU6-136P"
"18605","RNU6-1179P"
"18606","Y_RNA"
"18607","RNU6-959P"
"18608","Y_RNA"
"18609","SNORA1"
"18610","SNORA8"
"18611","Y_RNA"
"18612","RNU6-455P"
"18613","RNU6-1151P"
"18614","SNORA67"
"18615","RNU6-813P"
"18616","Y_RNA"
"18617","RNU6-906P"
"18618","RNU6-246P"
"18619","RNU6-114P"
"18620","Y_RNA"
"18621","Y_RNA"
"18622","RNU6-541P"
"18623","RNU6-417P"
"18624","RNU6-520P"
"18625","RNU6-291P"
"18626","RNU6-606P"
"18627","RNU6-535P"
"18628","RNU6-1104P"
"18629","RNU6-331P"
"18630","RNY3P9"
"18631","RNU6-376P"
"18632","Y_RNA"
"18633","Y_RNA"
"18634","Y_RNA"
"18635","RNY1P7"
"18636","Y_RNA"
"18637","Y_RNA"
"18638","RNU6-1067P"
"18639","RNU6-1044P"
"18640","RNU6-423P"
"18641","RNU6-713P"
"18642","Y_RNA"
"18643","RNY3P10"
"18644","SNORA42"
"18645","SNORA32"
"18646","RNU6-1031P"
"18647","Y_RNA"
"18648","RNU6-555P"
"18649","MIR521-2"
"18650","MIR99B"
"18651","MIR633"
"18652","MIR487A"
"18653","MIR34C"
"18654","MIR203A"
"18655","MIR433"
"18656","MIR363"
"18657","MIR550B2"
"18658","MIR649"
"18659","MIR587"
"18660","MIR662"
"18661","MIR526B"
"18662","MIR199B"
"18663","MIR30B"
"18664","MIR508"
"18665","MIR215"
"18666","MIR520A"
"18667","MIR124-3"
"18668","MIR520E"
"18669","MIR106A"
"18670","MIR206"
"18671","MIR200A"
"18672","MIR127"
"18673","MIR193A"
"18674","MIR3074"
"18675","MIR516A2"
"18676","MIR194-1"
"18677","MIR651"
"18678","MIR526A1"
"18679","MIR588"
"18680","MIR521-1"
"18681","MIR631"
"18682","MIR510"
"18683","MIR138-2"
"18684","MIR621"
"18685","MIR548A2"
"18686","MIR183"
"18687","MIR184"
"18688","MIR518A2"
"18689","MIR7-2"
"18690","MIR129-1"
"18691","MIR518F"
"18692","MIR20B"
"18693","MIR525"
"18694","MIR200B"
"18695","MIR506"
"18696","MIR517A"
"18697","MIR520C"
"18698","MIR495"
"18699","MIR299"
"18700","MIR199A1"
"18701","MIR450A2"
"18702","MIR329-1"
"18703","MIR329-2"
"18704","MIR516A1"
"18705","MIR568"
"18706","MIR548A1"
"18707","MIR150"
"18708","MIR542"
"18709","MIR519C"
"18710","MIR187"
"18711","MIR520G"
"18712","MIR599"
"18713","MIR27A"
"18714","MIR519E"
"18715","MIR34B"
"18716","MIR19B2"
"18717","MIR147A"
"18718","MIR563"
"18719","MIR519B"
"18720","MIR596"
"18721","AC244250.2"
"18722","MIR517C"
"18723","MIR520H"
"18724","MIR518B"
"18725","MIR34A"
"18726","MIR498"
"18727","MIR513B"
"18728","MIR610"
"18729","MIR516B2"
"18730","MIR654"
"18731","MIR552"
"18732","MIR136"
"18733","MIR516B1"
"18734","MIR328"
"18735","MIR138-1"
"18736","MIR656"
"18737","MIR496"
"18738","MIR507"
"18739","MIR557"
"18740","MIR607"
"18741","MIR154"
"18742","MIR527"
"18743","MIR23A"
"18744","MIR519D"
"18745","MIR513A2"
"18746","AC136932.1"
"18747","MIR518E"
"18748","MIR493"
"18749","MIR182"
"18750","MIR519A1"
"18751","MIR134"
"18752","MIR100"
"18753","MIR431"
"18754","MIR549A"
"18755","MIR125A"
"18756","MIR645"
"18757","MIR485"
"18758","MIR548A3"
"18759","MIR92A2"
"18760","MIR143"
"18761","MT-TL1"
"18762","MT-TF"
"18763","MT-RNR2"
"18764","MT-TG"
"18765","MT-TH"
"18766","RNU6ATAC4P"
"18767","MT-TS2"
"18768","MT-TL2"
"18769","MT-TT"
"18770","MT-TP"
"18771","RNU6ATAC2P"
"18772","RNU6ATAC3P"
"18773","RNU6ATAC5P"
"18774","RNU6ATAC26P"
"18775","GPX3"
"18776","DIO2"
"18777","GNRHR2"
"18778","DIO1"
"18779","AKR7L"
"18780","STK38L"
"18781","SACM1L"
"18782","MT-RNR1"
"18783","TSN"
"18784","AC018450.1"
"18785","MIR320D1"
"18786","AC110056.1"
"18787","AL359538.1"
"18788","AC006988.1"
"18789","BX323860.1"
"18790","MIR526A2"
"18791","AL121588.1"
"18792","MIR320B1"
"18793","AL157702.1"
"18794","AC103686.1"
"18795","AC114788.1"
"18796","MIR760"
"18797","MIR759"
"18798","MIR758"
"18799","SLC48A1"
"18800","MIR802"
"18801","IGKV4-1"
"18802","IGKV5-2"
"18803","IGKV2D-26"
"18804","IGKV6D-41"
"18805","IGKV1D-42"
"18806","IGLV4-69"
"18807","IGLV8-61"
"18808","IGLV4-60"
"18809","IGLV6-57"
"18810","IGLV11-55"
"18811","IGLV10-54"
"18812","IGLV1-50"
"18813","IGLV1-47"
"18814","IGLV7-46"
"18815","IGLV5-45"
"18816","IGLV1-44"
"18817","IGLV7-43"
"18818","IGLV1-40"
"18819","IGLV5-37"
"18820","IGLV1-36"
"18821","IGLV2-33"
"18822","IGLV3-32"
"18823","IGLV3-27"
"18824","IGLV3-25"
"18825","IGLV2-23"
"18826","IGLV3-22"
"18827","IGLV3-21"
"18828","IGLV3-19"
"18829","IGLJ2"
"18830","IGLC2"
"18831","IGLJ3"
"18832","IGLJ4"
"18833","IGLJ5"
"18834","IGLJ6"
"18835","KB-1572G7.3"
"18836","IGLJ7"
"18837","IGLC7"
"18838","TRBV6-1"
"18839","TRBV7-1"
"18840","TRBV4-1"
"18841","TRBV6-4"
"18842","TRBV7-3"
"18843","TRBV5-3"
"18844","TRBV9"
"18845","TRBV10-1"
"18846","TRBV11-1"
"18847","TRBV6-5"
"18848","TRBV6-6"
"18849","TRBV5-5"
"18850","TRBV7-6"
"18851","TRBV5-6"
"18852","TRBV5-7"
"18853","TRBV5-1"
"18854","TRBV4-2"
"18855","TRBV19"
"18856","TRBV20-1"
"18857","TRBV23-1"
"18858","TRBV24-1"
"18859","TRBC2"
"18860","TRAV2"
"18861","TRAV3"
"18862","TRAV4"
"18863","TRAV5"
"18864","TRAV6"
"18865","TRAV7"
"18866","TRAV8-1"
"18867","TRAV9-1"
"18868","TRAV10"
"18869","TRAV12-1"
"18870","TRAV8-2"
"18871","TRAV8-3"
"18872","TRAV13-1"
"18873","TRAV12-2"
"18874","TRAV8-4"
"18875","TRAV13-2"
"18876","TRAV14DV4"
"18877","TRAV9-2"
"18878","TRAV12-3"
"18879","TRAV8-6"
"18880","TRAV16"
"18881","TRAV17"
"18882","TRAV18"
"18883","TRAV19"
"18884","TRAV20"
"18885","TRAV21"
"18886","TRAV22"
"18887","TRAV23DV6"
"18888","TRDV1"
"18889","TRAV24"
"18890","TRAV25"
"18891","TRAV26-1"
"18892","TRAV8-7"
"18893","TRAV27"
"18894","TRAV29DV5"
"18895","TRAV26-2"
"18896","TRAV34"
"18897","TRAV35"
"18898","TRAV36DV7"
"18899","TRAV38-1"
"18900","IGHA2"
"18901","IGHE"
"18902","IGHG4"
"18903","IGHG2"
"18904","IGHG1"
"18905","IGHV3-49"
"18906","IGHV3-66"
"18907","IGHV3-73"
"18908","IGHV7-81"
"18909","AL596329.1"
"18910","MIR509-3"
"18911","AC117444.1"
"18912","AC084262.1"
"18913","AL049831.1"
"18914","AL592205.1"
"18915","MIR543"
"18916","AC109351.1"
"18917","MIR320C2"
"18918","AL162511.1"
"18919","AL353147.1"
"18920","AC121332.1"
"18921","AC112778.1"
"18922","AL390119.1"
"18923","AC096922.1"
"18924","AL390966.1"
"18925","AL035467.1"
"18926","AC093267.1"
"18927","PRR22"
"18928","RNU6-1168P"
"18929","SNORA40"
"18930","RNU6-696P"
"18931","U8"
"18932","RNU6-910P"
"18933","RNU6-1106P"
"18934","SNORA40"
"18935","RNU6-576P"
"18936","RNU6-205P"
"18937","U3"
"18938","RNU6-763P"
"18939","SNORD78"
"18940","RNA5SP86"
"18941","SNORA12"
"18942","RNA5SP207"
"18943","SNORA48"
"18944","U3"
"18945","RNU6-440P"
"18946","RNU6-258P"
"18947","SNORA26"
"18948","RNU6-328P"
"18949","SNORD65"
"18950","RNA5SP91"
"18951","Y_RNA"
"18952","SNORA69"
"18953","SNORA48"
"18954","RNU6-604P"
"18955","RNU6-220P"
"18956","SNORA26"
"18957","RNU6-907P"
"18958","SNORA48"
"18959","SNORD65"
"18960","RNA5SP18"
"18961","RNU6-930P"
"18962","U8"
"18963","RNU6-308P"
"18964","RNU6-724P"
"18965","SNORD65"
"18966","RNA5SP185"
"18967","SNORA40"
"18968","RNU6-788P"
"18969","SNORD37"
"18970","SNORA40"
