"","x"
"16659","ALPK2"
"16660","BRINP2"
"16661","MAGEB3"
"16662","LRIG2"
"16663","COX1"
"16664","PNP"
"16665","PAX9"
"16666","LRRC10"
"16667","GK"
"16668","FOXJ3"
"16669","ZNF358"
"16670","SFT2D1"
"16671","CD247"
"16672","GRM3"
"16673","CHAMP1"
"16674","INPP5F"
"16675","ARHGAP11A"
"16676","SUCNR1"
"16677","HMGN2"
"16678","SELM"
"16679","UBE2J1"
"16680","GJC2"
"16681","OPA1"
"16682","DENND4B"
"16683","RYR3"
"16684","ZNF277"
"16685","ND3"
"16686","DUSP27"
"16687","SELT"
"16688","ARHGEF15"
"16689","TOX"
"16690","CES1"
"16691","CD3E"
"16692","RUSC2"
"16693","C1orf68"
"16694","FICD"
"16695","OSTC"
"16696","R3HDM4"
"16697","TSEN15"
"16698","LTN1"
"16699","RUNDC1"
"16700","CCDC152"
"16701","STKLD1"
"16702","GRK5"
"16703","DCAF12"
"16704","SFMBT2"
"16705","ASB12"
"16706","PNMA5"
"16707","ITPRIPL1"
"16708","ND4"
"16709","SMC5"
"16710","ND1"
"16711","DCAF12L1"
"16712","PRMT6"
"16713","SHISA4"
"16714","CAPZA2"
"16715","ATP6"
"16716","TOP1"
"16717","PRC1"
"16718","BHLHB9"
"16719","MAP3K3"
"16720","L1CAM"
"16721","SREBF2"
"16722","C1orf174"
"16723","RASGEF1A"
"16724","C9orf114"
"16725","RPL39"
"16726","DZIP3"
"16727","KIAA0753"
"16728","DCLRE1A"
"16729","ATG9A"
"16730","NOS1AP"
"16731","CSAG1"
"16732","APRT"
"16733","TBKBP1"
"16734","MAGEE1"
"16735","CCDC167"
"16736","COX3"
"16737","ZFP2"
"16738","SOWAHA"
"16739","L3MBTL3"
"16740","DMD"
"16741","MFAP3L"
"16742","NAGA"
"16743","SMG5"
"16744","KIF1BP"
"16745","TGM2"
"16746","ARMCX6"
"16747","PJA2"
"16748","RORB"
"16749","SGMS1"
"16750","OR10R2"
"16751","OR10Z1"
"16752","MIRLET7E"
"16753","MIR375"
"16754","MIRLET7A2"
"16755","MIR429"
"16756","AL132709.2"
"16757","MIR345"
"16758","MIR412"
"16759","MIR377"
"16760","MIR369"
"16761","MIR371A"
"16762","MIR219A1"
"16763","MIR324"
"16764","MIR323A"
"16765","MIR133B"
"16766","MIR148A"
"16767","MIR379"
"16768","MIR410"
"16769","MIR372"
"16770","MIR409"
"16771","MIR411"
"16772","MIR450A1"
"16773","MIR101-1"
"16774","MIR373"
"16775","MIR337"
"16776","MIR30D"
"16777","MIR422A"
"16778","MIR96"
"16779","MIR331"
"16780","SNORA25"
"16781","Y_RNA"
"16782","RNU105C"
"16783","RNU6-500P"
"16784","Y_RNA"
"16785","Y_RNA"
"16786","Y_RNA"
"16787","RNU6-50P"
"16788","snoU2_19"
"16789","Y_RNA"
"16790","Y_RNA"
"16791","RNU6-896P"
"16792","RNU6-874P"
"16793","Y_RNA"
"16794","RNU6-349P"
"16795","SNORA9"
"16796","RNU1-58P"
"16797","Y_RNA"
"16798","RNU6-502P"
"16799","Y_RNA"
"16800","RNU6-1312P"
"16801","RNA5SP430"
"16802","RNU6-208P"
"16803","Y_RNA"
"16804","RNU6-858P"
"16805","RNA5SP347"
"16806","RNA5SP52"
"16807","SNORD60"
"16808","RNU4-39P"
"16809","RNU6-1298P"
"16810","RNU6-204P"
"16811","RNU5E-1"
"16812","RNU6-766P"
"16813","Y_RNA"
"16814","RNU1-150P"
"16815","Y_RNA"
"16816","RNU6-1084P"
"16817","RNU5F-1"
"16818","Y_RNA"
"16819","RNU6-79P"
"16820","RNU6-369P"
"16821","SNORA25"
"16822","RNU6-600P"
"16823","RNA5SP93"
"16824","Y_RNA"
"16825","RNA5SP308"
"16826","RNA5SP250"
"16827","SNORA1"
"16828","RNA5SP301"
"16829","Y_RNA"
"16830","Y_RNA"
"16831","RNA5SP370"
"16832","VTRNA3-1P"
"16833","Y_RNA"
"16834","Y_RNA"
"16835","RNU6-543P"
"16836","RNA5SP388"
"16837","RNU4-35P"
"16838","Y_RNA"
"16839","Y_RNA"
"16840","RNU6-556P"
"16841","RNU1-62P"
"16842","SNORA64"
"16843","SNORA63"
"16844","SNORA27"
"16845","RN7SKP104"
"16846","RNA5SP389"
"16847","RNU6-633P"
"16848","RNU4-15P"
"16849","Y_RNA"
"16850","RNU1-70P"
"16851","Y_RNA"
"16852","RNU6-1313P"
"16853","RNU6-247P"
"16854","RNA5SP110"
"16855","RNA5SP477"
"16856","Y_RNA"
"16857","RNA5SP295"
"16858","RNA5SP305"
"16859","RNU6-315P"
"16860","Y_RNA"
"16861","Y_RNA"
"16862","Y_RNA"
"16863","RNU6-545P"
"16864","RNA5SP361"
"16865","RNA5SP502"
"16866","Y_RNA"
"16867","SNORA64"
"16868","RNA5SP174"
"16869","RNU6-822P"
"16870","Y_RNA"
"16871","Y_RNA"
"16872","RNA5SP119"
"16873","RNA5SP321"
"16874","RNU6-1301P"
"16875","Y_RNA"
"16876","RNU6-859P"
"16877","RNU6-562P"
"16878","RNA5SP124"
"16879","RNA5SP258"
"16880","RNU6-989P"
"16881","RNU1-14P"
"16882","SNORA63"
"16883","Y_RNA"
"16884","RNA5SP319"
"16885","RN7SKP294"
"16886","RNU4-90P"
"16887","RNU1-35P"
"16888","RNU6-1266P"
"16889","U3"
"16890","Y_RNA"
"16891","Y_RNA"
"16892","RN7SKP185"
"16893","RNU1-38P"
"16894","RNU6-1128P"
"16895","Y_RNA"
"16896","RNU6-223P"
"16897","Y_RNA"
"16898","RNU6-170P"
"16899","Y_RNA"
"16900","Y_RNA"
"16901","U8"
"16902","Y_RNA"
"16903","Y_RNA"
"16904","RN7SKP74"
"16905","U3"
"16906","RNU6-655P"
"16907","Y_RNA"
"16908","RNU6-552P"
"16909","Y_RNA"
"16910","Y_RNA"
"16911","Y_RNA"
"16912","RNU6-363P"
"16913","RNU1-76P"
"16914","Y_RNA"
"16915","SNORD56"
"16916","RNU6-1287P"
"16917","RNA5SP188"
"16918","SNORA42"
"16919","RNU6-451P"
"16920","RNU6-1233P"
"16921","RNU6-924P"
"16922","Y_RNA"
"16923","Y_RNA"
"16924","RNU6-1159P"
"16925","RNA5SP491"
"16926","RNA5SP374"
"16927","RNU6-428P"
"16928","RNU6-1260P"
"16929","RNU6-199P"
"16930","RNU6-1290P"
"16931","RN7SKP291"
"16932","Y_RNA"
"16933","RNU1-47P"
"16934","RNA5SP150"
"16935","Y_RNA"
"16936","RNA5SP358"
"16937","RNA5SP375"
"16938","RNU5F-6P"
"16939","U3"
"16940","SNORD50"
"16941","RNU6-1120P"
"16942","RNU6-582P"
"16943","Y_RNA"
"16944","RNU6-495P"
"16945","Y_RNA"
"16946","RN7SKP149"
"16947","RNU1-120P"
"16948","RN7SKP90"
"16949","Y_RNA"
"16950","RNU6-330P"
"16951","Y_RNA"
"16952","RNU1-17P"
"16953","snoU2_19"
"16954","Y_RNA"
"16955","Y_RNA"
"16956","RNA5SP463"
"16957","Y_RNA"
"16958","RNU6-1273P"
"16959","RNU5B-2P"
"16960","Y_RNA"
"16961","Y_RNA"
"16962","RNU6-161P"
"16963","RNU6-1252P"
"16964","RNU1-18P"
"16965","SNORD81"
"16966","Y_RNA"
"16967","Y_RNA"
"16968","RN7SKP75"
"16969","RNA5SP443"
"16970","SNORA2"
"16971","RNU6-605P"
"16972","Y_RNA"
"16973","RNU6-797P"
"16974","RN7SKP243"
"16975","Y_RNA"
"16976","RNA5SP264"
"16977","RNU6-486P"
"16978","VTRNA1-1"
"16979","Y_RNA"
"16980","RNU6-623P"
"16981","RNA5SP448"
"16982","Y_RNA"
"16983","U8"
"16984","RNA5SP98"
"16985","RNU4-73P"
"16986","RNA5SP32"
"16987","Y_RNA"
"16988","Y_RNA"
"16989","SNORD45"
"16990","Y_RNA"
"16991","RNA5SP218"
"16992","Y_RNA"
"16993","Y_RNA"
"16994","RNU4-58P"
"16995","Y_RNA"
"16996","SNORD44"
"16997","RNA5SP326"
"16998","SNORD114-31"
"16999","RN7SKP163"
"17000","RNU6-1167P"
"17001","RNU6-252P"
"17002","RNU6-1249P"
"17003","SNORA51"
"17004","RNA5SP123"
"17005","SNORA63"
"17006","RNY1P10"
"17007","RNU6-778P"
"17008","RNU6-544P"
"17009","RN7SKP231"
"17010","RNU6-216P"
"17011","RNU5B-1"
"17012","RN7SKP145"
"17013","Y_RNA"
"17014","RNA5SP350"
"17015","RNU5D-1"
"17016","Y_RNA"
"17017","RNU6-832P"
"17018","U8"
"17019","RNU1-21P"
"17020","RN7SKP211"
"17021","Y_RNA"
"17022","RNU1-22P"
"17023","SNORD74"
"17024","Y_RNA"
"17025","RNY4P27"
"17026","RNU6-992P"
"17027","RNU6-745P"
"17028","RNU6-839P"
"17029","U3"
"17030","RNU6-626P"
"17031","RNA5SP382"
"17032","RNA5SP197"
"17033","RNU1-23P"
"17034","SNORA27"
"17035","SNORA70"
"17036","RNA5SP133"
"17037","RN7SKP79"
"17038","RNU6-254P"
"17039","RNA5SP214"
"17040","Y_RNA"
"17041","Y_RNA"
"17042","RNU6-66P"
"17043","RNA5SP352"
"17044","SNORD114-10"
"17045","RNU6-624P"
"17046","Y_RNA"
"17047","Y_RNA"
"17048","SNORA36"
"17049","RNU6-527P"
"17050","Y_RNA"
"17051","RNA5SP483"
"17052","Y_RNA"
"17053","RNA5SP215"
"17054","RN7SKP255"
"17055","RNA5-8SP7"
"17056","U3"
"17057","Y_RNA"
"17058","RNA5SP391"
"17059","RNA5SP62"
"17060","RNU6-183P"
"17061","Y_RNA"
"17062","RNU1-49P"
"17063","Y_RNA"
"17064","Y_RNA"
"17065","SNORA72"
"17066","RNU6-833P"
"17067","Y_RNA"
"17068","RNU6-511P"
"17069","RNU5B-4P"
"17070","RN7SKP45"
"17071","RNU6-618P"
"17072","RNU6-509P"
"17073","Y_RNA"
"17074","Y_RNA"
"17075","RNU6-1169P"
"17076","RNA5SP74"
"17077","SNORD45"
"17078","RNU6-1155P"
"17079","Y_RNA"
"17080","Y_RNA"
"17081","RNA5-8SP2"
"17082","Y_RNA"
"17083","RNU6-799P"
"17084","RNU6-1066P"
"17085","RNU6-1339P"
"17086","RNU6-1085P"
"17087","Y_RNA"
"17088","RNU6-1097P"
"17089","RNA5SP403"
"17090","RNU6-1125P"
"17091","RN7SKP44"
"17092","RNA5SP507"
"17093","RN7SKP162"
"17094","SNORD114-28"
"17095","RNU6-1017P"
"17096","RNU6-1244P"
"17097","RNA5SP322"
"17098","RN7SKP203"
"17099","U3"
"17100","RNU6-1205P"
"17101","U8"
"17102","Y_RNA"
"17103","Y_RNA"
"17104","RNA5SP378"
"17105","Y_RNA"
"17106","Y_RNA"
"17107","Y_RNA"
"17108","RNU6-525P"
"17109","RNU6-288P"
"17110","RNU5F-7P"
"17111","RNU6-829P"
"17112","Y_RNA"
"17113","Y_RNA"
"17114","RNA5SP514"
"17115","Y_RNA"
"17116","RNU6-824P"
"17117","Y_RNA"
"17118","RNA5SP50"
"17119","Y_RNA"
"17120","RNA5SP349"
"17121","Y_RNA"
"17122","Y_RNA"
"17123","RNA5SP447"
"17124","RNU6-1059P"
"17125","RNA5SP325"
"17126","Y_RNA"
"17127","Y_RNA"
"17128","SNORD114-27"
"17129","RNU6-226P"
"17130","RNA5SP343"
"17131","SNORA25"
"17132","RNU4-92P"
"17133","RNU6-1188P"
"17134","RN7SKP174"
"17135","RN7SKP160"
"17136","SNORD18"
"17137","RNU6-263P"
"17138","Y_RNA"
"17139","RNY3P3"
"17140","RNA5SP335"
"17141","Y_RNA"
"17142","U3"
"17143","Y_RNA"
"17144","SNORD45"
"17145","RN7SKP93"
"17146","RNU6-682P"
"17147","Y_RNA"
"17148","RNA5SP260"
"17149","RNU6-931P"
"17150","RNU6-271P"
"17151","RNU6-194P"
"17152","SNORD38"
"17153","RNA5SP472"
"17154","Y_RNA"
"17155","Y_RNA"
"17156","RNU6-236P"
"17157","RNU6-884P"
"17158","RN7SKP113"
"17159","RNU6-961P"
"17160","Y_RNA"
"17161","RNU6-478P"
"17162","RNU6-105P"
"17163","RNA5SP234"
"17164","RNU1-65P"
"17165","RN7SKP250"
"17166","RNU6-753P"
"17167","RNU1-130P"
"17168","RNA5SP275"
"17169","RNU1-32P"
"17170","RNU6-595P"
"17171","RNU6-1091P"
"17172","RNU6-899P"
"17173","Y_RNA"
"17174","Y_RNA"
"17175","RNA5SP48"
"17176","Y_RNA"
"17177","Y_RNA"
"17178","Y_RNA"
"17179","RNA5SP499"
"17180","Y_RNA"
"17181","Y_RNA"
"17182","RN7SKP36"
"17183","RNA5SP456"
"17184","RNA5SP399"
"17185","RNU6-340P"
"17186","Y_RNA"
"17187","Y_RNA"
"17188","RNU1-146P"
"17189","RNU6-598P"
"17190","RNU4-13P"
"17191","RNA5SP99"
"17192","SNORD74"
"17193","RNU6-1243P"
"17194","RNU6-627P"
"17195","RNU1-42P"
"17196","RNU6-1048P"
"17197","RNU6-960P"
"17198","RNU6-1090P"
"17199","RNU6-694P"
"17200","RNU6-289P"
"17201","RN7SKP87"
"17202","SNORD95"
"17203","RNU5A-8P"
"17204","RNU1-7P"
"17205","Y_RNA"
"17206","SNORA25"
"17207","Y_RNA"
"17208","RNA5SP516"
"17209","RNU6-270P"
"17210","Y_RNA"
"17211","SNORD46"
"17212","RN7SKP224"
"17213","Y_RNA"
"17214","RNU6-280P"
"17215","RNU6-374P"
"17216","RNU6-743P"
"17217","SNORD74"
"17218","Y_RNA"
"17219","RN7SKP107"
"17220","RNU6-151P"
"17221","Y_RNA"
"17222","RNU6-704P"
"17223","RNU1-96P"
"17224","Y_RNA"
"17225","RNA5SP469"
"17226","RNA5SP242"
"17227","RNA5SP336"
"17228","RNU6-461P"
"17229","RN7SKP280"
"17230","Y_RNA"
"17231","Y_RNA"
"17232","RN7SKP214"
"17233","RNU6-173P"
"17234","RNA5SP394"
"17235","Y_RNA"
"17236","RNU6-266P"
"17237","RNU6-366P"
"17238","Y_RNA"
"17239","RNA5SP245"
"17240","RNU6-647P"
"17241","Y_RNA"
"17242","Y_RNA"
"17243","RNU1-33P"
"17244","RNU6-773P"
"17245","SNORA4"
"17246","Y_RNA"
"17247","RNU6-777P"
"17248","RNU6-353P"
"17249","RN7SKP128"
"17250","RNVU1-8"
"17251","RNA5SP175"
"17252","RNA5SP42"
"17253","SNORA62"
"17254","Y_RNA"
"17255","RN7SKP10"
"17256","RNU6-454P"
"17257","RNU6-1229P"
"17258","RNA5SP368"
"17259","RNU1-132P"
"17260","RNU6-1322P"
"17261","RNVU1-3"
"17262","Y_RNA"
"17263","RNU6-879P"
"17264","Y_RNA"
"17265","Y_RNA"
"17266","Y_RNA"
"17267","Y_RNA"
"17268","Y_RNA"
"17269","RNY1P1"
"17270","RNU6-654P"
"17271","SNORA25"
"17272","RNU4-10P"
"17273","RNU6-990P"
"17274","RNU6-1075P"
"17275","RNU6-755P"
"17276","RNU1-112P"
"17277","RNA5SP192"
"17278","5S_rRNA"
"17279","RNU6-1047P"
"17280","RNU6-153P"
"17281","RNU4-41P"
"17282","RNU6-1164P"
"17283","RNA5SP130"
"17284","RNU6-512P"
"17285","Y_RNA"
"17286","Y_RNA"
"17287","RNA5SP72"
"17288","Y_RNA"
"17289","RN7SKP227"
"17290","SNORA7"
"17291","SNORD114-30"
"17292","RNA5SP142"
"17293","U3"
"17294","SNORD32B"
"17295","Y_RNA"
"17296","Y_RNA"
"17297","RNU6-421P"
"17298","U3"
"17299","RNA5SP69"
"17300","Y_RNA"
"17301","RNA5SP500"
"17302","RN7SKP193"
"17303","RNA5SP433"
"17304","RN7SKP37"
"17305","Y_RNA"
"17306","U3"
"17307","Y_RNA"
"17308","Y_RNA"
"17309","RNU4-76P"
"17310","SNORA32"
"17311","RNU6-1163P"
"17312","RNU6-1141P"
"17313","RNU6-1078P"
"17314","RNA5SP140"
"17315","RN7SKP257"
"17316","U8"
"17317","SNORA68"
"17318","snoZ40"
"17319","Y_RNA"
"17320","RNA5SP141"
"17321","RNA5SP204"
"17322","RNA5SP512"
"17323","RN7SKP246"
"17324","Y_RNA"
"17325","RN7SKP71"
"17326","RNU6-1277P"
"17327","RNU6-335P"
"17328","RNU6-660P"
"17329","RNU4-67P"
"17330","RNA5SP515"
"17331","Y_RNA"
"17332","RNU6-309P"
"17333","RNU6-1082P"
"17334","RNA5SP509"
"17335","Y_RNA"
"17336","RNU4-4P"
"17337","Y_RNA"
"17338","SNORA51"
"17339","Y_RNA"
"17340","SNORA16"
"17341","RNA5SP379"
"17342","RNU6-164P"
"17343","RNA5SP353"
"17344","Y_RNA"
"17345","RNU4-75P"
"17346","RNA5SP78"
"17347","RNU1-141P"
"17348","RN7SKP275"
"17349","Y_RNA"
"17350","SNORD74"
"17351","RN7SKP217"
"17352","Y_RNA"
"17353","RNA5SP513"
"17354","RNU6-645P"
"17355","RNA5SP205"
"17356","RNU6-450P"
"17357","RNA5SP478"
"17358","Y_RNA"
"17359","RNA5SP194"
"17360","RN7SKP237"
"17361","Y_RNA"
"17362","SNORA1"
"17363","RNU4-85P"
"17364","Y_RNA"
"17365","Y_RNA"
"17366","Y_RNA"
"17367","RNU6-726P"
"17368","Y_RNA"
"17369","RNVU1-6"
"17370","RNU6-973P"
"17371","Y_RNA"
"17372","Y_RNA"
"17373","RNA5SP510"
"17374","RN7SKP191"
"17375","Y_RNA"
"17376","RNU6-99P"
"17377","RNA5SP517"
"17378","RNA5SP132"
"17379","Y_RNA"
"17380","RNU6-219P"
"17381","Y_RNA"
"17382","RNU6-740P"
"17383","RNU4-42P"
"17384","RNU4-28P"
"17385","RN7SKP15"
"17386","RNU6-200P"
"17387","RNA5SP505"
"17388","SNORA67"
"17389","Y_RNA"
"17390","RNU4-7P"
"17391","Y_RNA"
"17392","RNY4P16"
"17393","RN7SKP28"
"17394","RNU6-1187P"
"17395","RNU6-865P"
"17396","RNU12-2P"
"17397","SNORA20"
"17398","RN7SKP6"
"17399","RNA5SP90"
"17400","SNORD113-4"
"17401","U3"
"17402","Y_RNA"
"17403","Y_RNA"
"17404","Y_RNA"
"17405","RNU6-1107P"
"17406","SNORD114-29"
"17407","SNORA25"
"17408","RNA5SP396"
"17409","RNU6-818P"
"17410","RNA5SP359"
"17411","RNU6-686P"
"17412","RN7SKP133"
"17413","Y_RNA"
"17414","Y_RNA"
"17415","RNU6-304P"
"17416","RNA5SP173"
"17417","SNORA43"
"17418","RNA5SP160"
"17419","Y_RNA"
"17420","RNU6-563P"
"17421","RNU6-119P"
"17422","Y_RNA"
"17423","RN7SKP55"
"17424","RNU6-336P"
"17425","RNA5SP267"
"17426","Y_RNA"
"17427","RNU6-1325P"
"17428","Y_RNA"
"17429","RNU6-275P"
"17430","RN7SKP226"
"17431","Y_RNA"
"17432","RNA5SP189"
"17433","SNORA63"
"17434","RN7SKP130"
"17435","RNU6-392P"
"17436","Y_RNA"
"17437","RNU5E-4P"
"17438","RNU6-1180P"
"17439","RNU4-8P"
"17440","SNORA27"
"17441","U8"
"17442","U8"
"17443","SNORA71"
"17444","RNU6-915P"
"17445","RNU6-526P"
"17446","RNY4P17"
"17447","Y_RNA"
"17448","RNU6-867P"
"17449","SNORA33"
"17450","Y_RNA"
"17451","Y_RNA"
"17452","Y_RNA"
"17453","RNU6-702P"
"17454","RNA5SP331"
"17455","Y_RNA"
"17456","Y_RNA"
"17457","Y_RNA"
"17458","RN7SKP178"
"17459","Y_RNA"
"17460","Y_RNA"
"17461","Y_RNA"
"17462","RNU6-967P"
"17463","RN7SKP153"
"17464","RNY1P13"
"17465","RN7SKP48"
"17466","RNU6-590P"
"17467","RN7SKP189"
"17468","Y_RNA"
"17469","RNA5SP442"
"17470","RNU1-43P"
"17471","RNA5SP172"
"17472","Y_RNA"
"17473","Y_RNA"
"17474","RNA5SP224"
"17475","SNORA70"
"17476","RNU6-673P"
"17477","SNORA25"
"17478","RNA5SP126"
"17479","RNA5-8SP4"
"17480","RNA5SP138"
"17481","Y_RNA"
"17482","RNU1-36P"
"17483","Y_RNA"
"17484","Y_RNA"
"17485","Y_RNA"
"17486","SNORD81"
"17487","RNU6-934P"
"17488","RNU6-1134P"
"17489","Y_RNA"
"17490","RNU6-580P"
"17491","RNU6-399P"
"17492","Y_RNA"
"17493","RNU6-215P"
"17494","Y_RNA"
"17495","RNA5SP223"
"17496","Y_RNA"
"17497","RNA5SP324"
"17498","RNU6-391P"
"17499","RNU6-382P"
"17500","RNA5SP152"
"17501","RNA5SP19"
"17502","SNORA1"
"17503","RNA5SP455"
"17504","RNA5SP79"
"17505","RNU4-66P"
"17506","RNU6-715P"
"17507","Y_RNA"
"17508","RNU6-290P"
"17509","RNA5SP190"
"17510","RNU6-1172P"
"17511","RNU6-234P"
"17512","Y_RNA"
"17513","RNU4-12P"
"17514","VTRNA1-2"
"17515","Y_RNA"
"17516","RNA5SP329"
"17517","RNY4P28"
"17518","RNU4-11P"
"17519","RNU5E-7P"
"17520","RNA5SP117"
"17521","RNA5SP128"
"17522","SNORA4"
"17523","RNU6-497P"
"17524","Y_RNA"
"17525","RNA5SP427"
"17526","RNU1-115P"
"17527","Y_RNA"
"17528","RNU6-1034P"
"17529","RNU6-169P"
"17530","Y_RNA"
"17531","RNU1-51P"
"17532","RN7SKP47"
"17533","Y_RNA"
"17534","RNA5SP240"
"17535","RNU6-282P"
"17536","SNORA9"
"17537","U3"
"17538","RNU6-737P"
"17539","RN7SKP186"
"17540","RNU6-728P"
"17541","RNU5E-5P"
"17542","RNU6-443P"
"17543","Y_RNA"
"17544","Y_RNA"
"17545","RNU6-1318P"
"17546","RN7SKP69"
"17547","RNA5SP22"
"17548","RNA5SP77"
"17549","RNU6-596P"
"17550","U3"
"17551","U8"
"17552","Y_RNA"
"17553","Y_RNA"
"17554","RNA5SP235"
"17555","SNORA33"
"17556","RNA5SP37"
"17557","RNU6-1335P"
"17558","RNU6-487P"
"17559","RNU6-1130P"
"17560","Y_RNA"
"17561","RNU6-996P"
"17562","Y_RNA"
"17563","RNU1-64P"
"17564","RNU1-84P"
"17565","Y_RNA"
"17566","RNA5SP131"
"17567","RNU6-609P"
"17568","RNA5SP167"
"17569","Y_RNA"
"17570","RNA5SP238"
"17571","RNU6-359P"
"17572","RNU4-45P"
"17573","RNU6-1051P"
"17574","SNORA2"
"17575","RN7SKP208"
"17576","Y_RNA"
"17577","RN7SKP204"
"17578","RNA5SP277"
"17579","RN7SKP249"
"17580","Y_RNA"
"17581","SNORA25"
"17582","SNORA70"
"17583","RNU1-55P"
"17584","RNA5SP279"
"17585","Y_RNA"
"17586","SNORA70"
"17587","RN7SKP1"
"17588","RNU6-61P"
"17589","Y_RNA"
"17590","Y_RNA"
"17591","Y_RNA"
"17592","RNU1-122P"
"17593","Y_RNA"
"17594","RNY3P13"
"17595","RNA5SP30"
"17596","RNU6-827P"
"17597","RNU6-744P"
"17598","RNA5SP88"
"17599","RNU6-438P"
"17600","RNU6-54P"
"17601","SNORA4"
"17602","Y_RNA"
"17603","SNORD42"
"17604","SNORA63"
"17605","Y_RNA"
"17606","RNU4-17P"
"17607","RNU4-20P"
"17608","RN7SKP81"
"17609","Y_RNA"
"17610","RNU6-81P"
"17611","RNU6-499P"
"17612","RNU6-597P"
"17613","RNU6-716P"
"17614","Y_RNA"
"17615","RNU6-898P"
"17616","RN7SKP230"
"17617","RNU6-805P"
"17618","Y_RNA"
"17619","VTRNA1-3"
"17620","RNU6-650P"
"17621","RNU6-395P"
"17622","Y_RNA"
"17623","U8"
"17624","MIR146B"
"17625","RP11-47J17.2"
"17626","RP11-560A15.3"
"17627","RP11-498P14.5"
"17628","LOC100128531"
"17629","RP11-98D18.9"
"17630","RP11-375H19.2"
"17631","C9orf41-AS1"
"17632","RP11-277A4.4"
"17633","ZNF525"
"17634","RP11-25I9.3"
"17635","LINC01562"
"17636","RP3-337H4.8"
"17637","RP11-370F5.4"
"17638","LINC01317"
"17639","CTD-2026K11.6"
"17640","AC015969.3"
"17641","RP11-571E6.3"
"17642","RP11-163F15.1"
"17643","LINC00449"
"17644","AC004988.1"
"17645","RP5-1113E3.3"
"17646","INF2"
"17647","RP11-291L22.4"
"17648","PDCD4-AS1"
"17649","RP11-556O15.1"
"17650","FAM83H-AS1"
"17651","RBMS3-AS2"
"17652","RP11-697H9.3"
"17653","LOC101927447"
"17654","RP13-259N13.2"
"17655","LOC100507175"
"17656","IGBP1-AS1"
"17657","LINC00970"
"17658","RP11-335E6.2"
"17659","RP11-84A19.2"
"17660","AC144450.2"
"17661","AC012456.3"
"17662","LINC00501"
"17663","LINC01285"
"17664","OR2T5"
"17665","OR2W5"
"17666","EFCAB2"
"17667","COX20"
"17668","IBA57-AS1"
"17669","STUM"
"17670","LOC441178"
"17671","TCP10"
"17672","CAPN8"
"17673","TATDN3"
"17674","SERTAD4-AS1"
"17675","C1orf132"
"17676","CR1"
"17677","C6orf99"
"17678","LINC00862"
"17679","RAET1G"
"17680","C1orf53"
"17681","SAMD5"
"17682","LINC00272"
"17683","TEDDM1"
"17684","GJE1"
"17685","ECT2L"
"17686","LOC101928673"
"17687","METTL11B"
"17688","FCGR3A"
"17689","TMEM244"
"17690","OR6K3"
"17691","CENPW"
"17692","SPRN"
"17693","FAM229B"
"17694","FANK1"
"17695","LOR"
"17696","PRR9"
"17697","LELP1"
"17698","SPRR2E"
"17699","FAM24A"
"17700","DDO"
"17701","CCDC162P"
"17702","LINC00222"
"17703","ADAMTSL4-AS1"
"17704","PLPP4"
"17705","BVES-AS1"
"17706","LIN28B-AS1"
"17707","HIST2H2BF"
"17708","RP11-744H18.1"
"17709","PNLIPRP3"
"17710","HSD3B1"
"17711","HSD3B2"
"17712","C1orf137"
"17713","ATP1A1-AS1"
"17714","RBM20"
"17715","SMIM9"
"17716","SNHG5"
"17717","ADD3-AS1"
"17718","RIPPLY2"
"17719","CHIAP2"
"17720","GDI1"
"17721","PCMTD2"
"17722","SOX18"
"17723","CYP17A1-AS1"
"17724","SPATA42"
"17725","LOC100130587"
"17726","OOEP"
"17727","KHDC3L"
"17728","DPPA5"
"17729","C1orf146"
"17730","SPANXN1"
"17731","LINC00632"
"17732","CXorf66"
"17733","SAMD13"
"17734","FAM127B"
"17735","CCDC160"
"17736","C1orf141"
"17737","EFCAB7"
"17738","DEFB110"
"17739","RP13-379L11.2"
"17740","GLYATL3"
"17741","LDLRAD1"
"17742","LOC100133077"
"17743","ARRDC1-AS1"
"17744","ZYG11A"
"17745","LINC01270"
"17746","LCN8"
"17747","C1orf185"
"17748","GLT6D1"
"17749","IFIT1B"
"17750","COL5A1-AS1"
"17751","CT83"
"17752","LIPN"
"17753","LIPK"
"17754","LIPJ"
"17755","TRPC5OS"
"17756","LRIT2"
"17757","RP11-465L10.10"
"17758","RP11-126H7.4"
"17759","LRRC73"
"17760","LINC00963"
"17761","RP11-247A12.2"
"17762","FOXO6"
"17763","TCEAL5"
"17764","SYS1"
"17765","INPP5B"
"17766","TDRG1"
"17767","LINC00951"
"17768","NEU4"
"17769","MAFB"
"17770","TRAF3IP1"
"17771","RP1-153P14.8"
"17772","CHIC1"
"17773","LOC100287792"
"17774","NAP1L6"
"17775","GIGYF2"
"17776","C2orf72"
"17777","RUFY2"
"17778","NHSL2"
"17779","GGTA1P"
"17780","PHACTR4"
"17781","CLPSL1"
"17782","ASAH2B"
"17783","LINC00474"
"17784","AGAP6"
"17785","ZDHHC18"
"17786","C10orf128"
"17787","CXorf65"
"17788","LRRC37A5P"
"17789","GPRIN2"
"17790","BMS1P5"
"17791","TMEM57"
"17792","PTPN20"
"17793","GDF5OS"
"17794","ZDBF2"
"17795","LINC00619"
"17796","GGNBP1"
"17797","TXNDC8"
"17798","AWAT1"
"17799","DAXX"
